emp_no,salary
424166,40000
424167,44506
424179,53829
424181,40000
424185,40000
424189,40637
424190,46661
424191,40000
424192,63972
424193,45591
424198,40000
424200,40000
424205,40000
424206,68467
424207,58824
424220,40740
424224,45446
424230,50865
424238,40000
424246,63946
424247,40325
424248,70894
424250,63665
424252,68295
424258,40000
424259,60122
424261,40000
424262,40000
424264,40000
424267,51215
424272,84579
424274,43970
424283,40000
424284,47092
424288,77175
424295,63554
424298,77990
424301,40000
424302,48674
424304,40000
424305,40000
424306,58678
424307,63628
424309,54689
424310,40000
424312,57007
424315,40000
424320,81092
424327,50952
424328,40000
424332,40000
424336,40000
424339,41586
424346,40000
424354,48093
424355,65532
424358,40000
424361,45136
424367,56043
424375,40000
424378,58976
424379,40000
424382,56089
424386,54380
424391,64219
424393,40000
424399,40000
424405,59444
424410,49110
424416,47664
424422,40000
424425,68543
424426,88994
424430,43184
424447,89547
424452,59125
424453,65609
424455,42186
424461,64241
424464,64967
424467,77643
424468,47326
424471,50759
424483,49552
424486,55306
424491,68978
424495,71189
424497,40000
424499,40000
424505,44102
424514,40000
424518,40755
424524,49608
424529,40000
424532,49269
424536,46836
424538,51318
424540,54243
424542,40000
424552,40000
424558,40000
424563,53767
424564,79229
424565,78517
424567,41414
424570,59705
424571,54906
424576,40000
424578,40000
424581,58774
424588,56464
424591,79558
424593,67221
424597,41744
424603,76363
424607,61756
424609,51993
424614,57714
424615,40000
424619,44692
424625,50453
424627,63618
424628,57897
424629,54639
424636,40000
424639,73615
424647,51682
424651,43935
424659,40000
424662,53426
424672,62052
424677,75929
424694,54078
424695,77882
424696,64571
424698,61938
424700,40000
424702,58350
424703,40265
424704,40000
424719,48809
424724,40000
424735,40172
424741,41655
424742,43262
424744,46473
424748,44465
424755,51002
424765,58195
424769,40000
424770,59961
424786,46212
424794,49372
424800,40000
424811,79307
424812,55666
424818,42441
424820,70500
424830,45215
424837,44696
424838,86488
424840,44721
424843,40000
424852,48358
424863,40000
424865,40000
424868,40000
424870,60755
424874,40000
424876,40000
424885,44431
424892,81046
424900,42396
424907,43066
424910,77119
424913,40000
424932,62013
424937,40392
424938,98278
424941,40000
424943,58112
424944,76675
424950,57235
424951,73348
424961,59136
424980,63137
424995,83217
424997,40000
424998,54416
425009,61614
425011,40000
425013,40000
425014,44652
425023,45682
425033,90036
425035,40000
425044,40000
425050,40000
425058,59300
425078,50928
425087,42460
425090,40000
425092,66525
425102,44651
425104,55161
425106,42207
425109,93352
425111,52250
425113,61104
425115,52260
425116,40000
425125,40000
425126,51857
425128,40000
425131,42001
425132,87922
425139,41655
425151,49434
425160,68786
425162,40000
425176,40000
425177,40000
425181,49703
425182,40000
425185,64544
425193,44584
425200,53301
425210,71033
425219,67149
425220,57334
425221,58272
425222,51962
425224,40000
425238,87702
425240,40000
425251,40000
425252,40000
425261,80795
425262,79475
425263,40000
425264,40000
425268,65042
425271,44268
425283,43544
425288,47586
425291,73601
425297,40000
425301,72496
425304,60596
425310,40000
425313,51187
425317,62509
425325,76725
425326,58777
425328,55072
425336,52437
425337,50240
425339,40000
425344,75688
425348,40000
425352,62922
425353,42401
425359,69009
425364,40000
425367,45477
425370,40000
425371,47249
425373,42747
425375,46394
425388,40000
425389,65254
425391,40000
425400,40000
425402,41637
425405,61153
425410,45335
425413,64831
425415,66448
425417,40000
425418,60382
425422,66887
425431,45551
425433,46041
425436,55483
425438,44960
425442,51147
425453,63859
425455,40000
425456,40000
425457,48562
425458,42882
425462,76984
425464,40000
425465,52076
425473,62656
425474,67520
425482,40000
425487,57618
425489,41329
425495,40000
425504,40000
425511,50384
425513,48168
425516,40000
425522,80950
425525,77134
425526,40605
425529,43986
425536,59463
425539,54945
425546,65104
425547,73359
425548,47353
425560,41179
425564,49881
425568,49323
425575,40000
425585,45860
425589,40000
425592,74880
425599,62880
425600,40000
425602,40000
425606,40000
425608,68765
425609,40000
425611,41681
425612,50196
425618,96008
425622,60609
425625,66138
425627,76843
425636,67532
425637,40000
425639,40000
425652,48318
425659,50318
425662,40000
425667,40000
425669,40000
425671,40000
425676,40000
425680,57635
425683,40790
425689,55867
425690,40000
425692,44635
425695,57099
425713,40592
425715,42829
425716,40714
425719,40503
425722,40108
425725,62690
425735,40000
425738,43695
425742,48392
425744,45426
425753,64159
425758,66533
425759,50539
425760,40000
425771,40000
425772,40000
425775,50109
425779,42917
425785,80813
425787,40000
425791,40000
425794,40000
425795,42072
425796,44461
425803,43105
425804,50765
425806,40000
425808,40000
425809,40000
425813,40000
425817,45071
425818,40000
425821,63391
425831,74954
425836,40000
425840,40000
425841,40000
425846,40000
425849,42953
425860,50035
425863,40961
425864,53385
425865,40000
425866,54427
425868,45343
425871,57307
425873,52065
425876,40000
425882,50268
425886,63761
425889,40000
425894,52826
425898,40019
425911,54030
425914,40000
425916,65042
425922,40000
425923,41189
425927,81134
425928,57122
425939,71967
425942,76453
425946,40000
425948,40000
425958,74182
425959,40000
425960,55518
425967,50537
425973,46150
425976,40000
425986,86627
425990,80602
425993,74556
425994,65030
425996,40000
425998,40000
425999,40000
426006,65655
426009,46785
426010,75107
426024,58324
426028,44720
426030,62077
426035,40000
426052,71406
426056,40000
426058,69947
426061,57681
426062,44529
426068,44589
426073,45513
426081,51097
426090,61540
426091,45455
426092,40000
426099,58855
426104,40000
426112,40000
426119,58963
426120,55794
426121,52106
426124,44778
426127,44212
426129,55578
426131,73273
426133,40000
426139,51732
426141,65216
426147,77083
426154,81965
426163,40000
426174,66935
426178,46102
426182,45480
426186,43267
426187,49221
426193,75063
426198,72133
426209,44444
426215,40000
426230,54812
426233,40000
426236,42557
426237,64902
426238,91141
426243,53515
426248,53109
426254,40000
426256,73001
426263,40000
426264,48818
426270,42028
426274,59911
426275,42446
426285,58833
426289,40000
426290,57296
426299,40000
426300,61677
426301,54596
426304,40000
426305,85311
426309,64500
426318,75947
426321,40000
426322,40000
426326,58406
426327,40000
426330,80736
426332,66759
426342,63344
426346,64572
426349,44855
426351,49851
426360,40000
426366,40000
426369,56503
426370,40000
426372,40000
426375,40000
426386,82975
426387,61126
426388,40000
426389,51402
426392,40000
426394,51662
426399,42656
426400,68011
426401,40000
426405,42781
426406,84311
426408,40000
426409,52630
426411,52580
426413,49383
426417,64420
426428,66468
426433,71306
426437,40000
426446,41731
426449,56908
426450,51208
426451,40000
426453,40000
426454,40000
426462,40000
426465,40000
426466,47163
426475,59893
426482,64954
426485,67618
426500,54966
426503,58625
426504,40000
426505,52853
426510,43916
426511,49354
426513,57470
426518,65845
426519,46865
426521,58056
426529,40000
426532,66709
426533,59630
426542,40000
426544,40000
426550,40000
426554,40000
426556,77570
426560,40000
426562,40000
426570,68317
426573,65174
426576,51571
426579,40000
426584,40000
426586,46613
426589,40000
426592,50897
426595,70345
426598,51431
426606,57683
426613,42826
426614,40297
426623,40000
426635,44356
426637,40000
426648,49700
426650,41238
426656,45869
426662,68296
426664,47878
426665,88339
426666,45453
426667,49550
426669,59389
426670,48293
426676,40000
426677,40000
426679,40000
426684,79470
426685,40000
426686,40000
426690,40000
426699,40000
426701,40000
426702,70940
426704,60785
426720,45857
426723,40000
426729,54071
426736,55435
426739,40362
426742,67295
426755,65188
426756,40000
426760,60375
426761,54713
426772,57028
426781,45220
426782,41098
426783,42697
426786,47513
426791,52876
426798,47626
426799,78585
426804,40000
426805,40000
426807,69230
426809,40000
426810,40000
426813,71275
426815,40000
426820,48844
426828,57560
426836,40000
426837,42659
426841,42843
426844,46034
426849,77851
426853,40000
426858,51863
426864,58175
426865,40000
426866,49621
426870,55073
426878,40000
426885,69127
426888,40000
426890,54989
426891,40000
426893,60699
426908,54245
426916,59995
426918,56132
426922,40000
426926,40000
426928,69560
426934,47708
426936,63428
426937,49116
426939,54600
426947,49178
426948,58523
426952,40000
426966,90532
426971,75120
426972,54978
426980,40000
426982,53287
426994,69898
426995,48872
427000,73229
427005,44207
427006,40000
427010,70660
427014,40000
427018,40000
427024,64528
427028,46731
427029,71340
427034,60831
427040,49416
427042,40000
427050,40000
427055,40000
427058,48566
427063,53788
427069,40000
427073,88467
427075,51224
427077,40000
427079,67921
427082,40000
427084,40000
427086,42634
427091,73411
427096,40000
427097,40000
427099,40000
427104,40000
427112,40481
427113,44558
427114,40000
427120,40000
427121,73514
427122,54178
427126,45963
427131,52937
427133,40000
427138,67909
427140,40000
427141,40000
427151,71082
427156,81361
427157,71553
427159,40000
427165,59619
427168,40000
427171,64992
427176,52040
427177,57340
427180,62750
427182,40000
427183,40000
427188,40000
427194,62397
427200,87356
427202,40000
427205,72299
427212,60328
427219,57240
427224,64900
427237,40000
427244,51742
427247,97728
427253,45184
427260,40145
427262,52415
427263,40598
427264,42222
427269,40000
427272,40000
427276,40000
427278,95874
427280,42224
427284,40000
427288,50756
427292,47171
427296,80154
427298,40000
427299,44284
427302,52257
427308,40000
427314,72284
427319,40000
427321,40000
427328,50787
427336,51220
427346,82010
427349,43855
427354,61717
427356,42710
427357,55501
427362,60271
427368,40000
427369,87647
427370,46644
427371,40000
427372,40000
427381,81557
427383,55986
427384,48844
427386,59339
427392,40000
427395,64965
427398,52812
427411,40000
427413,95399
427417,40000
427418,76497
427422,58209
427425,69856
427426,64667
427427,64836
427449,40000
427450,70428
427453,40000
427456,51537
427460,61613
427464,84384
427465,65928
427472,71100
427474,40000
427486,40000
427488,66775
427492,63306
427493,40000
427498,69600
427503,46060
427504,40000
427505,40000
427510,59671
427513,55583
427520,44569
427523,51816
427527,53358
427529,66700
427537,47582
427539,91905
427544,48250
427547,40000
427549,52228
427554,40000
427556,56534
427559,40000
427560,40000
427561,40000
427569,70209
427572,53854
427573,46310
427574,40000
427580,54398
427582,40000
427585,40000
427586,60518
427595,54669
427599,52116
427613,40000
427617,72614
427620,49381
427621,40000
427622,62918
427623,67866
427629,45362
427632,40221
427633,40000
427638,56830
427641,75847
427642,40636
427644,40000
427645,44541
427648,57102
427650,40000
427652,81138
427655,40000
427656,40000
427658,50147
427660,40000
427664,50290
427665,75340
427670,40000
427680,48215
427682,78669
427683,40000
427685,50055
427686,54411
427693,69609
427695,40000
427697,40000
427698,42939
427703,40000
427704,40000
427709,65476
427713,55021
427716,40000
427717,50374
427722,50941
427723,40000
427724,44987
427726,67990
427727,40000
427732,55138
427741,40000
427742,74753
427744,55946
427746,64431
427747,61567
427752,43112
427764,40000
427769,40000
427771,49857
427773,45813
427779,80964
427780,43252
427783,66443
427786,45339
427791,59434
427795,88564
427797,40000
427798,40000
427799,40000
427816,40000
427817,40000
427819,40484
427825,48900
427828,40000
427832,59518
427833,44078
427836,54069
427841,99462
427842,40000
427845,48972
427848,67015
427849,73856
427853,48000
427856,41675
427857,44971
427860,40000
427862,84197
427865,42214
427866,57548
427867,40000
427869,66840
427872,40000
427878,57919
427879,78542
427883,62369
427884,67039
427890,40000
427893,40000
427897,40000
427899,46335
427900,57738
427902,40000
427905,40000
427913,71575
427918,50244
427924,89262
427932,70984
427933,62359
427934,40000
427935,81751
427937,40000
427948,40000
427954,40000
427959,52660
427964,53619
427966,49517
427974,49296
427975,40000
427977,57468
427979,63232
427988,60053
427999,81803
428003,51510
428004,84462
428005,40000
428006,52946
428012,40000
428019,40000
428020,93362
428028,50442
428029,82536
428033,60274
428042,40000
428044,59348
428052,40000
428053,40000
428059,80501
428062,50454
428067,55254
428069,43082
428073,84722
428080,68194
428084,48315
428095,45236
428098,40000
428103,54784
428108,40000
428122,40000
428123,87622
428126,40000
428127,40000
428129,40000
428134,49394
428135,55354
428151,40000
428153,54771
428156,89605
428158,92344
428164,40000
428166,40000
428170,60898
428175,40000
428180,40000
428189,48681
428197,61569
428198,96792
428203,62574
428204,49894
428207,50533
428212,40000
428215,55332
428216,40000
428224,88754
428232,79879
428233,49199
428237,40000
428241,40000
428242,57903
428243,40000
428244,74391
428245,40000
428246,48827
428257,40000
428260,40000
428265,40000
428266,40000
428267,40000
428273,66864
428279,56326
428282,93753
428293,65301
428298,54760
428299,48412
428313,40000
428314,61016
428318,46178
428332,40000
428348,75660
428361,42624
428363,95294
428364,40000
428367,44512
428370,40000
428372,47974
428374,42525
428376,53915
428381,65448
428392,60037
428394,52368
428402,66883
428412,71133
428416,40000
428419,47829
428421,80597
428426,40000
428433,61278
428435,40000
428442,62795
428447,53691
428453,66794
428460,40000
428465,44838
428466,65524
428468,53299
428472,48852
428474,59458
428476,44849
428478,67245
428483,62578
428489,40000
428504,40000
428505,40000
428506,69086
428507,62083
428513,55348
428516,40000
428518,40000
428519,54976
428523,40000
428528,40000
428536,40000
428537,40000
428543,47513
428551,68114
428555,40000
428558,40000
428564,40000
428569,60847
428575,57900
428582,47178
428583,73811
428585,60996
428592,51359
428593,66795
428594,87334
428620,62926
428621,58312
428625,71531
428630,67106
428631,40000
428638,74889
428645,40000
428646,50200
428649,40895
428654,40061
428657,40000
428664,40000
428666,57099
428668,44016
428672,40000
428675,52836
428678,58882
428682,48798
428685,40000
428688,41746
428692,79512
428695,53499
428696,45449
428705,59399
428706,40000
428708,79624
428715,40000
428723,49968
428725,51795
428726,40000
428729,40000
428732,47588
428740,66748
428742,54846
428754,40045
428762,65215
428780,40000
428790,74147
428794,96915
428797,69566
428798,41336
428809,64195
428810,49087
428821,40000
428823,53759
428825,71909
428833,40050
428836,44995
428837,48228
428839,56999
428841,57635
428842,70287
428851,45101
428858,56597
428860,40000
428865,43396
428869,40000
428870,52798
428878,52438
428887,74840
428888,43069
428889,40000
428894,40000
428897,65247
428902,40000
428907,70837
428914,52694
428915,40000
428916,40000
428921,65982
428923,55769
428925,57873
428926,40000
428930,52210
428934,68076
428937,40000
428940,55674
428945,51000
428951,40000
428953,40000
428955,40000
428958,83250
428959,71364
428961,50522
428975,71436
428976,41108
429008,40000
429010,59703
429013,40000
429017,40000
429020,58611
429025,51870
429028,56013
429035,59726
429038,55035
429043,40000
429045,44249
429050,46387
429051,47671
429055,40000
429056,64042
429059,53109
429069,60139
429070,46258
429071,63367
429072,64340
429078,63419
429079,56214
429082,43734
429086,40000
429100,69513
429105,40000
429106,78773
429109,61006
429110,91329
429115,48820
429120,55565
429122,63051
429128,70236
429130,46609
429135,42914
429138,40000
429144,61984
429147,47798
429158,40000
429160,63987
429162,78873
429163,43352
429167,44694
429172,57115
429183,59216
429188,82913
429189,64389
429192,40000
429194,40000
429201,50215
429211,40000
429219,40000
429220,65291
429221,40000
429222,54512
429230,61841
429235,56464
429242,40000
429254,40000
429256,53669
429260,63955
429272,44602
429273,69375
429275,65295
429279,49592
429294,40000
429297,62115
429298,40000
429307,40000
429310,66997
429315,40000
429319,60267
429321,40000
429322,40000
429330,65507
429336,40000
429339,57520
429350,47783
429359,44500
429361,40000
429367,58474
429369,40327
429379,40000
429382,57463
429383,40781
429384,63187
429393,40000
429394,40000
429396,50042
429399,57717
429400,50916
429404,55831
429411,69292
429412,59199
429414,80697
429417,50278
429418,48560
429422,59147
429423,45153
429425,89124
429427,40000
429430,40000
429431,40000
429432,63891
429434,40000
429435,66718
429438,40000
429443,40000
429444,40000
429446,51361
429467,44341
429468,64437
429476,40000
429479,69093
429487,41052
429488,40000
429493,40000
429494,58301
429496,58461
429499,50567
429507,55107
429509,68103
429512,47594
429514,40000
429515,40301
429516,65421
429518,62701
429524,40000
429545,71074
429547,47109
429549,57943
429556,40000
429559,40000
429564,59368
429566,54025
429570,61949
429573,81577
429578,47466
429579,68650
429596,40000
429600,43447
429601,80753
429606,66620
429612,40000
429625,45851
429627,45274
429628,40777
429631,40000
429633,49742
429634,64413
429635,41878
429642,40000
429646,47024
429648,77032
429649,40000
429650,54715
429652,56459
429654,40000
429659,44515
429665,59982
429671,40000
429674,41529
429680,40000
429684,40000
429685,54766
429686,48434
429695,56850
429696,53573
429701,40000
429705,52951
429706,40000
429712,75048
429716,40000
429722,40283
429726,40000
429738,44873
429743,59615
429745,40000
429747,45099
429749,40000
429751,40000
429757,60184
429758,44180
429761,55014
429762,40000
429763,55963
429764,46342
429766,66825
429772,45034
429776,40000
429782,40000
429783,40000
429785,40000
429799,68287
429800,40000
429801,45392
429805,53259
429811,40182
429814,78324
429822,42481
429824,53800
429828,44401
429836,60811
429839,42871
429840,47498
429843,40000
429851,61393
429853,67976
429858,61631
429864,71402
429868,63091
429885,55522
429893,46289
429896,44985
429915,40000
429917,63042
429919,64533
429923,65700
429939,71032
429944,40000
429945,66874
429953,40000
429955,66226
429960,41779
429961,73843
429974,40000
429978,48755
429981,40000
429984,59123
429988,40000
429991,40000
429992,44703
429996,40000
429997,40000
430000,68444
430001,40000
430004,76277
430008,40000
430011,67910
430016,45009
430019,40000
430020,40000
430023,41984
430036,40000
430041,40000
430051,43771
430058,43276
430076,40000
430079,80798
430082,40000
430086,55021
430094,62355
430098,42525
430101,46824
430105,68371
430111,40000
430128,47479
430131,40000
430133,63039
430142,40000
430147,50040
430149,40947
430150,85334
430151,52886
430152,40000
430153,40000
430162,54136
430164,57797
430166,81260
430171,46435
430177,65017
430179,83401
430182,57808
430184,40000
430190,100180
430192,46995
430193,40000
430196,56683
430199,81996
430200,52311
430202,61519
430208,79995
430224,44450
430234,40000
430237,45877
430239,67163
430244,40000
430262,49508
430270,74046
430273,59291
430275,40000
430280,53961
430282,46580
430285,55650
430286,66531
430287,71185
430289,54715
430292,45703
430300,42148
430302,52412
430310,81376
430314,55305
430315,53277
430316,59352
430320,40000
430321,40000
430323,40000
430338,85184
430347,69671
430351,62382
430352,51530
430360,40000
430362,47142
430364,51359
430376,40000
430384,54987
430390,61892
430394,44162
430396,40000
430399,68170
430400,40000
430403,40000
430405,77290
430416,40000
430417,57769
430419,40000
430430,40000
430433,40359
430435,97790
430438,62524
430443,63567
430446,40000
430449,40000
430452,40000
430459,62345
430461,64209
430468,73726
430470,40000
430472,50460
430477,43817
430481,40000
430498,40000
430501,70113
430506,40000
430512,40000
430518,51999
430519,40000
430520,40000
430523,60537
430524,53266
430534,50866
430535,46447
430537,40691
430542,72273
430543,48217
430544,40000
430546,41819
430559,49426
430562,61023
430570,40000
430588,61950
430589,94819
430596,54994
430597,44328
430598,44617
430604,44095
430606,49035
430615,69601
430616,54272
430619,58348
430633,54373
430634,47035
430649,51968
430658,45050
430660,40000
430662,56065
430672,42336
430674,40000
430675,40000
430677,67898
430683,40000
430684,54209
430685,90101
430686,43836
430692,52510
430694,91751
430698,56942
430713,40000
430714,50207
430715,46428
430720,63846
430721,78418
430724,40750
430735,41188
430737,71332
430742,40000
430743,62383
430746,70164
430752,72375
430754,82629
430758,40229
430759,55232
430763,62943
430767,48796
430772,47906
430773,51389
430774,55435
430777,71760
430784,41122
430789,54248
430807,54812
430812,50508
430813,40000
430820,40000
430832,40000
430841,75899
430848,57916
430851,52010
430854,64451
430855,45906
430859,77853
430863,65465
430870,65805
430871,40000
430875,72149
430877,67644
430878,40000
430895,40000
430898,40000
430901,40352
430906,82501
430910,45988
430921,40000
430922,40000
430927,40000
430928,40000
430929,40279
430932,49621
430933,62020
430936,59043
430943,54507
430948,67994
430950,40000
430956,40000
430958,40000
430960,44601
430978,46556
430985,40000
430990,40664
430999,40000
431001,40000
431008,40000
431009,44962
431014,40000
431022,67602
431029,56345
431030,89870
431032,40347
431035,52462
431044,40000
431048,40000
431055,65855
431062,40000
431068,69203
431073,50387
431078,73990
431079,71652
431080,40000
431083,40000
431089,40000
431090,40000
431099,40000
431102,41562
431104,40000
431105,70446
431108,40000
431113,49789
431117,41552
431126,43809
431128,61976
431134,63667
431137,47931
431143,86028
431145,81973
431154,40000
431157,48874
431158,63583
431161,40023
431171,40000
431176,40000
431177,40000
431179,50907
431183,40000
431189,51450
431194,42791
431195,40000
431202,68527
431207,42551
431214,66677
431222,75510
431226,40000
431229,47502
431234,50603
431235,60625
431245,40000
431248,77150
431262,48634
431264,42758
431266,40000
431277,70302
431280,40000
431281,90734
431282,41088
431284,40000
431285,59841
431286,49548
431287,40000
431288,60849
431289,40000
431292,87451
431293,51349
431296,64554
431304,50331
431305,40000
431310,77215
431311,75970
431316,42501
431321,53576
431329,46217
431330,56352
431333,40000
431334,42775
431335,94229
431337,65587
431350,70216
431352,92913
431358,43670
431365,40000
431367,55457
431369,40000
431372,40000
431375,48734
431378,72664
431382,40857
431383,50359
431394,45911
431395,40000
431405,40000
431406,40000
431407,52220
431410,40000
431412,43232
431426,40000
431428,40000
431430,51229
431431,56741
431432,40000
431439,82656
431441,41989
431442,54533
431443,53773
431446,63683
431450,40000
431453,62309
431459,46367
431460,47767
431463,75381
431465,79537
431467,81298
431478,51362
431480,63778
431483,40000
431486,44968
431490,60654
431493,40259
431495,40000
431496,48113
431499,40000
431500,48056
431504,53672
431510,51016
431515,58193
431518,61921
431519,82115
431527,69686
431529,44913
431530,43579
431534,83018
431536,69051
431539,84323
431548,63652
431549,40000
431553,76873
431556,40000
431557,42874
431558,42806
431561,78939
431571,43139
431577,40000
431582,85672
431584,40000
431586,40000
431588,40000
431598,47889
431599,44756
431600,60816
431603,89662
431609,40000
431614,56124
431624,40000
431628,68826
431630,40000
431636,69949
431639,109814
431640,40000
431641,53881
431645,59614
431648,51838
431654,40000
431658,42496
431659,69733
431664,51267
431666,40000
431672,54436
431675,62798
431677,80769
431682,58695
431690,64453
431691,40000
431692,49368
431695,44927
431696,66797
431701,45392
431705,43767
431706,40000
431709,40000
431711,91142
431721,42314
431731,54343
431735,40000
431739,57675
431744,46395
431751,40000
431757,77980
431758,62271
431760,80524
431761,81278
431762,52081
431769,64519
431773,82305
431778,82291
431782,48636
431794,50412
431798,42011
431799,40000
431807,52404
431809,40000
431810,40000
431813,53521
431816,40000
431818,40000
431819,40000
431823,40000
431824,40000
431833,53277
431834,43438
431836,55481
431851,40891
431853,85144
431858,53159
431860,40000
431866,43699
431869,65762
431872,53642
431876,44821
431893,40000
431895,76744
431896,66973
431901,85808
431909,56636
431916,40000
431917,46831
431922,40000
431935,61854
431936,60510
431944,40000
431950,76847
431954,53645
431957,71186
431958,57158
431961,40000
431965,88347
431966,43818
431969,53485
431972,68082
431973,44166
431974,65363
431978,42820
431982,54422
431985,57771
431989,84359
431996,73495
432003,63015
432007,40000
432008,71108
432013,40000
432016,44098
432018,72166
432029,40000
432035,64035
432039,50908
432044,40149
432048,48922
432054,45540
432056,65783
432058,40000
432059,48214
432065,43110
432068,55760
432071,40000
432074,50361
432076,77060
432081,55415
432082,40000
432083,40000
432087,40000
432088,50461
432090,82528
432094,42924
432099,40000
432104,70847
432106,57655
432110,50658
432116,50125
432118,40000
432122,46008
432131,57089
432133,40000
432134,40000
432141,40000
432144,40000
432150,47725
432151,97112
432153,60340
432157,81419
432167,40000
432187,67196
432188,61813
432192,72712
432202,53439
432205,45012
432208,40000
432210,55567
432213,57951
432214,40000
432228,52747
432234,44030
432239,40074
432241,40000
432246,40000
432247,40000
432250,68245
432256,45890
432267,109998
432274,111527
432275,57826
432278,55178
432284,78005
432288,41867
432289,47561
432291,48650
432298,59177
432308,42835
432316,40000
432317,46113
432318,50133
432324,40000
432336,50535
432341,40000
432344,40000
432351,59725
432356,62681
432361,40000
432367,40000
432380,46736
432381,47460
432394,40000
432400,40000
432402,43555
432405,45136
432412,43088
432419,61476
432423,40000
432426,62465
432436,49987
432440,47916
432442,40000
432453,60110
432462,60384
432468,40000
432470,44100
432471,76441
432474,40000
432476,40000
432483,76880
432484,41262
432494,48362
432497,67221
432502,42595
432503,40000
432507,43122
432512,76142
432516,40000
432525,89304
432528,40000
432532,40000
432534,49722
432538,62840
432542,42539
432545,43040
432547,81540
432550,40000
432552,40000
432554,75363
432555,40000
432556,40000
432557,63336
432566,56397
432572,58121
432573,44413
432578,73361
432579,40000
432581,46362
432583,114927
432588,40000
432589,46216
432590,40000
432600,71187
432605,40000
432608,40000
432609,40158
432612,46355
432620,69618
432625,40000
432627,64883
432630,40000
432632,57824
432640,66940
432647,40000
432653,51254
432658,40000
432659,40000
432662,61114
432663,40000
432668,64176
432669,42907
432671,40087
432675,60283
432676,65760
432678,40000
432679,73869
432683,40000
432684,77161
432687,40000
432693,52272
432696,40000
432706,42800
432710,52879
432711,58280
432727,43224
432730,48673
432735,57465
432741,77077
432745,55171
432749,67856
432754,44902
432755,70030
432757,41315
432762,43591
432764,57356
432769,57579
432776,73307
432780,40000
432783,40000
432789,44771
432794,42194
432795,80955
432798,40000
432804,65010
432807,63667
432810,49996
432818,62095
432825,51964
432828,59472
432829,40000
432838,50275
432841,40000
432855,61108
432859,40000
432861,40172
432863,56845
432865,73728
432869,40000
432870,89406
432879,53967
432880,66891
432881,40000
432893,47132
432900,40000
432906,61849
432908,74000
432909,43045
432912,96383
432914,53880
432915,77488
432918,40000
432919,55031
432920,58213
432930,65098
432939,48826
432943,40000
432949,41257
432953,40000
432955,40000
432957,60174
432960,40529
432967,68647
432973,58229
432976,40000
432978,72631
432988,40000
432990,40000
432997,40000
433001,59031
433003,71479
433004,90488
433006,40000
433012,40000
433015,54709
433017,40000
433020,40000
433022,62371
433023,40000
433034,66413
433035,65054
433036,41290
433038,81105
433039,40000
433042,40000
433044,40000
433045,40000
433054,41159
433066,40000
433067,40000
433073,40000
433077,73803
433083,40000
433085,69102
433094,49912
433095,48754
433096,40000
433105,79436
433111,66091
433112,57744
433116,62175
433117,40000
433121,40000
433127,54486
433130,40000
433131,40613
433133,59727
433134,40000
433139,50718
433143,51564
433146,40000
433148,52836
433151,73395
433153,76524
433158,45134
433159,99261
433160,40000
433166,40000
433168,43148
433169,52880
433172,40000
433180,55355
433186,74115
433188,40000
433190,40000
433192,40000
433193,50084
433200,53023
433203,71506
433207,40000
433208,40000
433211,58635
433214,78884
433217,40000
433219,40000
433221,46569
433228,49026
433230,56788
433233,59067
433235,40000
433239,53462
433241,61042
433242,50453
433245,40000
433251,50291
433252,40000
433262,46114
433267,70525
433271,49484
433292,54102
433293,64774
433296,46977
433298,46990
433299,40000
433300,40488
433304,41246
433307,79896
433308,40000
433317,41004
433320,88931
433321,64727
433326,40000
433329,52551
433331,47318
433341,47338
433343,51291
433345,51786
433347,62251
433350,41407
433351,65702
433355,59838
433360,40000
433364,40000
433372,73635
433375,52876
433381,61110
433385,40000
433387,40000
433397,40000
433404,47541
433408,40797
433414,60815
433422,50185
433431,54323
433433,43761
433440,78350
433447,43912
433455,40000
433460,59982
433466,40000
433469,65774
433471,69555
433473,42559
433475,47605
433480,57857
433481,40000
433483,62094
433488,67143
433495,43932
433509,71106
433511,51907
433513,44937
433514,40000
433520,54811
433522,41002
433534,41088
433537,40000
433538,40000
433539,65332
433540,40000
433543,40365
433552,55181
433561,44775
433576,40000
433591,45584
433595,75095
433601,62347
433602,80160
433603,40000
433606,40000
433608,83847
433613,44087
433614,40000
433621,46675
433623,59493
433627,80266
433628,44618
433631,89623
433647,45177
433656,40000
433657,60763
433661,40000
433663,56560
433665,87168
433670,83846
433676,48094
433679,40000
433683,49173
433684,87455
433687,50112
433689,40000
433691,70828
433692,48712
433694,51277
433696,48710
433697,47303
433699,41956
433700,52559
433701,43827
433704,84718
433710,40000
433721,72561
433723,40548
433726,49056
433728,57262
433732,100686
433738,50419
433745,40000
433747,40000
433748,46070
433749,40000
433754,41907
433759,91298
433760,40000
433764,43414
433776,54621
433781,80027
433789,45457
433790,55395
433798,40000
433799,40000
433802,45126
433807,47665
433817,70031
433822,64772
433826,43300
433828,66671
433829,52307
433831,86492
433833,56344
433837,62283
433848,42940
433852,50952
433854,78134
433855,40000
433859,40000
433869,60312
433872,63108
433873,40689
433876,40000
433877,43914
433879,57661
433880,40000
433883,59776
433888,40000
433891,53071
433892,40000
433893,40000
433896,49196
433900,91770
433902,40000
433906,41052
433913,46056
433924,51935
433925,56115
433926,41355
433927,72292
433928,58080
433934,47207
433936,40000
433937,57976
433938,63989
433939,40000
433941,67780
433946,40000
433949,53977
